PSR_ID,Nearby_Features,Closest_SAR_File_raw,Calibrated_Filename,Exists_On_Portal,Size_Bytes,Size_GB,Centre_Lat,Centre_Lon
SP_823350_2167510,Kocher Crater Laveran Crater,ch2_sar_nrxl_20210924t210704032_d_fp_d18.zip,ch2_sar_ncxl_20210924t210704032_d_fp_d18.zip,Yes,1928695120,1.93,-82.373939,-140.003772
SP_821760_0111040,Malapert F Malapert E,ch2_sar_nrxl_20210816t134604549_d_fp_d18.zip,ch2_sar_ncxl_20210816t134604549_d_fp_d18.zip,Yes,726026353,0.73,-82.309309,12.788588
SP_855490_2096710,Kocher Crater Wiechert J,ch2_sar_ncxl_20200823t085159773_d_fp_d18.zip,ch2_sar_ncxl_20200823t085159773_d_fp_d18.zip,Yes,4715216603,4.72,-85.809181,-150.010044
SP_889970_0191990,Haworth Crater Shackleton Crater,ch2_sar_ncxl_20221004t131759712_d_fp_d32.zip,ch2_sar_ncxl_20221004t131759712_d_fp_d32.zip,Yes,1703359609,1.7,-88.861019,31.780418
SP_854060_3476220,Malapert Crater Cabeus Crater,ch2_sar_ncxl_20191115t074934699_d_fp_gds.zip,ch2_sar_ncxl_20191115t074934699_d_fp_gds.zip,Yes,4231345782,4.23,-85.220478,-14.841716
SP_816240_3094250,Cabeus B,ch2_sar_ncxl_20230317t221500130_d_fp_n18.zip,ch2_sar_ncxl_20230317t221500130_d_fp_n18.zip,Yes,1793302802,1.79,-81.471743,-52.184119
SP_895060_2806850,de Gerlache Crater Shackleton Crater,ch2_sar_nrxl_20251029t232923718_d_cp_d18.zip,ch2_sar_ncxl_20251029t232923718_d_cp_d18.zip,Yes,3623702826,3.62,-89.254413,-63.645836
SP_885280_1846930,Sverdrup Crater,ch2_sar_ncxl_20250914t040048219_d_cp_d18.zip,ch2_sar_ncxl_20250914t040048219_d_cp_d18.zip,Yes,4060036102,4.06,-88.811083,-177.362248
SP_862670_2349900,Sverdrup Crater Kocher Crater,ch2_sar_ncxl_20200309t201958048_d_fp_d18.zip,ch2_sar_ncxl_20200309t201958048_d_fp_d18.zip,Yes,4321458277,4.32,-86.057374,-122.04129
SP_847720_1650130,Wiechert J Wiechert P,ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip,ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip,Yes,2442381402,2.44,-84.502895,163.54063
SP_883220_1475060,Sverdrup Crater Slater Crater,ch2_sar_ncxl_20221027t081654505_d_fp_d32.zip,ch2_sar_ncxl_20221027t081654505_d_fp_d32.zip,Yes,589449601,0.59,-88.303479,158.083833
SP_855330_1655640,Wiechert J Wiechert P,ch2_sar_nrxl_20191101t080434690_d_fp_d18.zip,ch2_sar_ncxl_20191101t080434690_d_fp_d18.zip,Yes,4734760687,4.73,-85.515822,169.700543
SP_850230_1826070,Wiechert J,ch2_sar_ncxl_20191031t142441960_d_fp_gds.zip,ch2_sar_ncxl_20191031t142441960_d_fp_gds.zip,Yes,4076627874,4.08,-85.311957,-179.323431
SP_869250_0482770,Shoemaker Crater Nobile Crater,ch2_sar_nrxl_20250415t090925329_d_cp_d18.zip,ch2_sar_ncxl_20250415t090925329_d_cp_d18.zip,Yes,4146163066,4.15,-87.175976,53.19623
SP_864040_0314430,Nobile Crater Haworth Crater,ch2_sar_nrxl_20191110t115852737_d_fp_d18.zip,ch2_sar_ncxl_20191110t115852737_d_fp_d18.zip,Yes,3953126140,3.95,-86.239349,23.722031
SP_859560_3063890,Cabeus Crater,ch2_sar_ncxl_20191021t151236474_d_fp_d18.zip,ch2_sar_ncxl_20191021t151236474_d_fp_d18.zip,Yes,4632151356,4.63,-85.639084,-51.379538
SP_823280_2534270,Ashbrook Crater,ch2_sar_ncxl_20210922t175901428_d_fp_d18.zip,ch2_sar_ncxl_20210922t175901428_d_fp_d18.zip,Yes,1882065284,1.88,-82.533862,-108.816777
SP_816910_3053810,Cabeus B,ch2_sar_nrxl_20230317t221500130_d_fp_n18.zip,ch2_sar_ncxl_20230317t221500130_d_fp_n18.zip,Yes,1793302802,1.79,-81.471743,-52.184119
SP_846940_1753570,Wiechert J Wiechert E,ch2_sar_nrxl_20220406t142256078_d_fp_d18.zip,ch2_sar_ncxl_20220406t142256078_d_fp_d18.zip,Yes,2048567183,2.05,-84.340114,173.862294
SP_831370_3119250,Cabeus B Cabeus Crater,ch2_sar_nrxl_20230413t200826011_d_fp_n18.zip,ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip,Yes,1069733760,1.07,-83.301769,-51.103606
SP_867870_0536640,Shoemaker Crater Nobile Crater,ch2_sar_ncxl_20250415t090925329_d_cp_d18.zip,ch2_sar_ncxl_20250415t090925329_d_cp_d18.zip,Yes,4146163066,4.15,-87.175976,53.19623
SP_865300_2381460,Sverdrup Crater Kocher Crater,ch2_sar_ncxl_20250401t055412571_d_cp_d32.zip,ch2_sar_ncxl_20250401t055412571_d_cp_d32.zip,Yes,2798800796,2.8,-86.877836,-118.209275
SP_862590_2848540,Ibn Bajja Crater,ch2_sar_ncxl_20240822t173210604_d_cp_d18.zip,ch2_sar_ncxl_20240822t173210604_d_cp_d18.zip,Yes,3786470363,3.79,-86.622082,-71.683058
SP_853570_0498630,Nobile Crater,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip,ch2_sar_ncxl_20191012t190304893_d_fp_d18.zip,Yes,6345936855,6.35,-85.804464,51.198417
SP_849430_2908700,Ibn Bajja Crater Cabeus Crater,ch2_sar_ncxl_20200904t212517034_d_fp_d18.zip,ch2_sar_ncxl_20200904t212517034_d_fp_d18.zip,Yes,4522592297,4.52,-84.501651,-68.074623
SP_814340_3246240,Cabeus A,ch2_sar_ncxl_20230412t183406495_d_fp_d32.zip,ch2_sar_ncxl_20230412t183406495_d_fp_d32.zip,Yes,1372755329,1.37,-81.796919,-33.498388
SP_832050_0736210,Amundsen Demonax B,ch2_sar_ncxl_20231013t070040354_d_fp_d18.zip,ch2_sar_ncxl_20231013t070040354_d_fp_d18.zip,Yes,1886509710,1.89,-82.759846,74.56628
SP_832950_1495450,Wiechert U,ch2_sar_nrxl_20220408t112037436_d_fp_d18.zip,ch2_sar_ncxl_20220408t112037436_d_fp_d18.zip,Yes,1052930056,1.05,-83.171857,153.870061
SP_849450_1654340,Wiechert J Wiechert P,ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip,ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip,Yes,2442381402,2.44,-84.502895,163.54063
SP_818450_3211710,Cabeus A,ch2_sar_nrxl_20220906t181233754_d_fp_d32.zip,ch2_sar_ncxl_20220906t181233754_d_fp_d32.zip,Yes,1787256079,1.79,-82.324686,-37.54455
SP_830550_0674490,Demonax B,ch2_sar_nrxl_20210909t063954702_d_fp_d18.zip,ch2_sar_ncxl_20210909t063954702_d_fp_d18.zip,Yes,1867866612,1.87,-82.51948,66.828453
SP_817610_0619190,von Baeyer Crater,ch2_sar_nrxl_20231014t043848050_d_fp_d18.zip,ch2_sar_ncxl_20231014t043848050_d_fp_d18.zip,Yes,1883802523,1.88,-82.283843,62.147899
SP_830760_0866010,Amundsen Crater,ch2_sar_nrxl_20220317t201608669_d_fp_d18.zip,ch2_sar_ncxl_20220317t201608669_d_fp_d18.zip,Yes,1856404594,1.86,-82.505972,87.403016
SP_843960_2077750,Kuhn Crater,ch2_sar_nrxl_20220404t095543499_d_fp_d18.zip,ch2_sar_ncxl_20220404t095543499_d_fp_d18.zip,Yes,1715470025,1.72,-83.910801,-148.809727
SP_852830_2061020,Kocher Crater Wiechert J,ch2_sar_nrxl_20191028t075149161_d_fp_d18.zip,ch2_sar_ncxl_20191028t075149161_d_fp_d18.zip,Yes,4272870468,4.27,-85.882342,-154.84584
SP_830080_0535120,Wapowski Crater,ch2_sar_nrxl_20210910t061722128_d_fp_d18.zip,ch2_sar_ncxl_20210910t061722128_d_fp_d18.zip,Yes,1762101602,1.76,-82.42208,50.574227
SP_853730_0452650,Nobile Crater,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip,ch2_sar_ncxl_20191012t190304893_d_fp_d18.zip,Yes,6345936855,6.35,-85.804464,51.198417
SP_816970_3196200,Cabeus A,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip,Yes,1963451850,1.96,-82.12647,-43.435315
SP_819690_0250940,Scott E Malapert E,ch2_sar_nrxl_20231016t094507640_d_fp_d18.zip,ch2_sar_ncxl_20231016t094507640_d_fp_d18.zip,Yes,1612209171,1.61,-82.071755,29.882484
SP_828530_0080500,Malapert F Malapert E,ch2_sar_nrxl_20210913t090528253_d_fp_d18.zip,ch2_sar_ncxl_20210913t090528253_d_fp_d18.zip,Yes,1934439937,1.93,-82.261943,5.104453
SP_830490_3505380,Newton B,ch2_sar_nrxl_20220904t150549836_d_fp_d32.zip,ch2_sar_ncxl_20220904t150549836_d_fp_d32.zip,Yes,2085469647,2.09,-82.387572,-10.404432
SP_814440_3172250,Cabeus A,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip,Yes,1963451850,1.96,-82.12647,-43.435315
SP_839920_3091290,Cabeus Crater,ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip,ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip,Yes,1069733760,1.07,-83.301769,-51.103606
SP_816480_0652210,Svedberg Crater,ch2_sar_ncxl_20230405t192424145_d_fp_d32.zip,ch2_sar_ncxl_20230405t192424145_d_fp_d32.zip,Yes,1695603612,1.7,-82.323613,63.869599
SP_851970_2671550,Ibn Bajja Crater Ashbrook Crater,ch2_sar_nrxl_20200308t144457881_d_fp_d18.zip,ch2_sar_ncxl_20200308t144457881_d_fp_d18.zip,Yes,4373886949,4.37,-85.799428,-97.839514
SP_838910_1184700,Idel'son L,ch2_sar_ncxl_20191009t103018034_d_fp_d18.zip,ch2_sar_ncxl_20191009t103018034_d_fp_d18.zip,Yes,8207226519,8.21,-84.418772,113.725077
SP_847550_1500770,Wiechert P,ch2_sar_ncxl_20191007t112201040_d_fp_d18.zip,ch2_sar_ncxl_20191007t112201040_d_fp_d18.zip,Yes,7402005885,7.4,-84.849958,142.213471
SP_849040_3196480,Cabeus Crater,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip,ch2_sar_ncls_20200305t114902885_d_cp_d18.zip,Yes,1018587670,1.02,-85.562334,-44.646601
SP_832600_0820620,Amundsen Crater,ch2_sar_ncxl_20230404t135410450_d_fp_d32.zip,ch2_sar_ncxl_20230404t135410450_d_fp_d32.zip,Yes,1570341109,1.57,-82.553652,80.503224
SP_832830_2218380,Kocher Crater Khun Crater,ch2_sar_ncxl_20220208t063204924_d_fp_d18.zip,ch2_sar_ncxl_20220208t063204924_d_fp_d18.zip,Yes,1740515208,1.74,-82.596722,-140.254034
SP_846960_1555270,Wiechert P Wiechert Crater,ch2_sar_nrxl_20190922t032857034_d_fp_d18.zip,ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip,Yes,2442381402,2.44,-84.502895,163.54063
