PSR_ID,PSR_Latitude,PSR_Longitude,Area_km2,Coverage_pct,Nearby_Features,Closest_SAR_File,SAR_Center_Lat,SAR_Center_Lon,Distance_km,Top_3_SAR_Files
SP_832950_1495450,-83.295,149.545,114.437,95,Wiechert U,ch2_sar_nrxl_20220408t112037436_d_fp_d18.zip,-83.158252,153.391247,14.36,ch2_sar_nrxl_20220408t112037436_d_fp_d18.zip; ch2_sar_ncxl_20230302t135547305_d_fp_n18.zip; ch2_sar_nrxl_20230302t135547305_d_fp_n18.zip
SP_849450_1654340,-84.945,165.434,20.747,80,Wiechert J Wiechert P,ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip,-84.502895,163.54063,14.41,ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip; ch2_sar_nrxl_20190922t032857034_d_fp_d18.zip; ch2_sar_ncxl_20191101t080434690_d_fp_d18.zip
SP_818450_3211710,-81.845,321.171,22.666,100,Cabeus A,ch2_sar_nrxl_20220906t181233754_d_fp_d32.zip,-82.329626,-38.16161,14.96,ch2_sar_nrxl_20220906t181233754_d_fp_d32.zip; ch2_sar_ncxl_20220906t181233754_d_fp_d32.zip; ch2_sar_nrxl_20220906t161437330_d_fp_d32.zip
SP_830550_0674490,-83.055,67.449,129.557,100,Demonax B,ch2_sar_nrxl_20210909t063954702_d_fp_d18.zip,-82.552287,66.48937,15.67,ch2_sar_nrxl_20210909t063954702_d_fp_d18.zip; ch2_sar_ncxl_20210909t063954702_d_fp_d18.zip; ch2_sar_ncxl_20220415t161209293_d_fp_d18.zip
SP_817610_0619190,-81.761,61.919,79.142,100,von Baeyer Crater,ch2_sar_nrxl_20231014t043848050_d_fp_d18.zip,-82.273673,61.231401,15.81,ch2_sar_nrxl_20231014t043848050_d_fp_d18.zip; ch2_sar_ncxl_20231014t043848050_d_fp_d18.zip; ch2_sar_nrxl_20231014t024047511_d_fp_d18.zip
SP_830760_0866010,-83.076,86.601,28.922,100,Amundsen Crater,ch2_sar_nrxl_20220317t201608669_d_fp_d18.zip,-82.546203,87.510385,16.43,ch2_sar_nrxl_20220317t201608669_d_fp_d18.zip; ch2_sar_nrxl_20220317t221404410_d_fp_d18.zip; ch2_sar_ncxl_20220317t201608669_d_fp_d18.zip
SP_843960_2077750,-84.396,207.775,72.338,100,Kuhn Crater,ch2_sar_nrxl_20220404t095543499_d_fp_d18.zip,-83.910246,-149.049546,17.69,ch2_sar_nrxl_20220404t095543499_d_fp_d18.zip; ch2_sar_ncxl_20220404t095543499_d_fp_d18.zip; ch2_sar_nrxl_20220404t075902797_d_fp_d18.zip
SP_852830_2061020,-85.283,206.102,15.988,85,Kocher Crater Wiechert J,ch2_sar_nrxl_20191028t075149161_d_fp_d18.zip,-85.847228,-155.883588,17.73,ch2_sar_nrxl_20191028t075149161_d_fp_d18.zip; ch2_sar_ncxl_20191028t075149161_d_fp_d18.zip; ch2_sar_ncxl_20200823t085159773_d_fp_d18.zip
SP_830080_0535120,-83.008,53.512,22.424,95,Wapowski Crater,ch2_sar_nrxl_20210910t061722128_d_fp_d18.zip,-82.471219,51.655412,17.76,ch2_sar_nrxl_20210910t061722128_d_fp_d18.zip; ch2_sar_nrxl_20220831t045609006_d_fp_d32.zip; ch2_sar_nrxl_20230917t090815782_d_fp_d32.zip
SP_853730_0452650,-85.373,45.265,18.454,85,Nobile Crater,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip,-85.776809,50.882889,17.95,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip; ch2_sar_ncxl_20240908t224526791_d_cp_d18.zip; ch2_sar_nrxl_20191013t163951114_d_fp_d18.zip
SP_816970_3196200,-81.697,319.62,15.34,100,Cabeus A,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip,-82.12647,-43.435315,18.42,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip; ch2_sar_nrxl_20230924t085024484_d_fp_d18.zip; ch2_sar_ncxl_20220228t034459218_d_fp_d18.zip
SP_819690_0250940,-81.969,25.094,95.083,100,Scott E Malapert E,ch2_sar_nrxl_20231016t094507640_d_fp_d18.zip,-82.083085,29.468201,18.72,ch2_sar_nrxl_20231016t094507640_d_fp_d18.zip; ch2_sar_ncxl_20230311t220142252_d_fp_n18.zip; ch2_sar_ncxl_20231016t094507640_d_fp_d18.zip
SP_828530_0080500,-82.853,8.05,119.171,90,Malapert F Malapert E,ch2_sar_nrxl_20210913t090528253_d_fp_d18.zip,-82.295531,5.640035,19.36,ch2_sar_nrxl_20210913t090528253_d_fp_d18.zip; ch2_sar_ncxl_20210913t090528253_d_fp_d18.zip; ch2_sar_nrxl_20230312t213702625_d_fp_n18.zip
SP_830490_3505380,-83.049,350.538,101.758,100,Newton B,ch2_sar_nrxl_20220904t150549836_d_fp_d32.zip,-82.400075,-10.58921,20.15,ch2_sar_nrxl_20220904t150549836_d_fp_d32.zip; ch2_sar_ncxl_20220904t150549836_d_fp_d32.zip; ch2_sar_nrxl_20220904t091157643_d_fp_d32.zip
SP_814440_3172250,-81.444,317.225,98.23,100,Cabeus A,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip,-82.12647,-43.435315,20.89,ch2_sar_ncxl_20230924t085024484_d_fp_d18.zip; ch2_sar_nrxl_20230924t085024484_d_fp_d18.zip; ch2_sar_ncxl_20220228t034459218_d_fp_d18.zip
SP_839920_3091290,-83.992,309.129,74.405,100,Cabeus Crater,ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip,-83.301769,-51.103606,20.94,ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip; ch2_sar_nrxl_20230413t200826011_d_fp_n18.zip; ch2_sar_nrxl_20250327t165032158_d_cp_d18.zip
SP_816480_0652210,-81.648,65.221,79.788,70,Svedberg Crater,ch2_sar_ncxl_20230405t192424145_d_fp_d32.zip,-82.323613,63.869599,21.27,ch2_sar_ncxl_20230405t192424145_d_fp_d32.zip; ch2_sar_ncxl_20231014t004246831_d_fp_d18.zip; ch2_sar_nrxl_20231014t004246831_d_fp_d18.zip
SP_851970_2671550,-85.197,267.155,20.56,90,Ibn Bajja Crater Ashbrook Crater,ch2_sar_nrxl_20200308t144457881_d_fp_d18.zip,-85.796463,-97.531565,21.31,ch2_sar_nrxl_20200308t144457881_d_fp_d18.zip; ch2_sar_ncxl_20200308t144457881_d_fp_d18.zip; ch2_sar_ncxl_20200501t135636847_d_fp_d18.zip
SP_838910_1184700,-83.891,118.47,326.779,100,Idel'son L,ch2_sar_ncxl_20191009t103018034_d_fp_d18.zip,-84.418772,113.725077,21.69,ch2_sar_ncxl_20191009t103018034_d_fp_d18.zip; ch2_sar_nrxl_20191009t103018034_d_fp_d18.zip; ch2_sar_ncxl_20220826t030122261_d_fp_d32.zip
SP_847550_1500770,-84.755,150.077,72.857,100,Wiechert P,ch2_sar_ncxl_20191007t112201040_d_fp_d18.zip,-84.849958,142.213471,21.77,ch2_sar_ncxl_20191007t112201040_d_fp_d18.zip; ch2_sar_nrxl_20191007t112201040_d_fp_d18.zip; ch2_sar_ncxl_20191007t171529474_d_fp_d18.zip
SP_849040_3196480,-84.904,319.648,19.48,90,Cabeus Crater,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip,-85.556794,-44.18789,22.02,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip; ch2_sar_ncls_20200305t114902885_d_cp_d18.zip; ch2_sar_nrls_20200305t154539649_d_cp_d18.zip
SP_832600_0820620,-83.26,82.062,138.251,100,Amundsen Crater,ch2_sar_ncxl_20230404t135410450_d_fp_d32.zip,-82.553652,80.503224,22.2,ch2_sar_ncxl_20230404t135410450_d_fp_d32.zip; ch2_sar_ncxl_20231012t230833676_d_fp_d18.zip; ch2_sar_nrxl_20210908t050410006_d_fp_d18.zip
SP_832830_2218380,-83.283,221.838,11.426,75,Kocher Crater Khun Crater,ch2_sar_ncxl_20220208t063204924_d_fp_d18.zip,-82.596722,-140.254034,22.22,ch2_sar_ncxl_20220208t063204924_d_fp_d18.zip; ch2_sar_nrxl_20220208t063204924_d_fp_d18.zip; ch2_sar_ncxl_20220208t103008841_d_fp_d18.zip
SP_846960_1555270,-84.696,155.527,15.113,90,Wiechert P Wiechert Crater,ch2_sar_nrxl_20190922t032857034_d_fp_d18.zip,-84.505501,163.127035,22.42,ch2_sar_nrxl_20190922t032857034_d_fp_d18.zip; ch2_sar_ncxl_20190922t032857034_d_fp_d18.zip; ch2_sar_nrxl_20230328t045536564_d_fp_d32.zip
SP_847970_3070080,-84.797,307.008,22.626,90,Cabeus Crater,ch2_sar_nrxl_20250327t165032158_d_cp_d18.zip,-85.345761,-59.335184,23.43,ch2_sar_nrxl_20250327t165032158_d_cp_d18.zip; ch2_sar_ncxl_20250327t165032158_d_cp_d18.zip; ch2_sar_ncxl_20191021t151236474_d_fp_d18.zip
SP_837200_2975300,-83.72,297.53,10.055,90,Cabeus B Cabeus Crater,ch2_sar_nrxl_20200904t212517034_d_fp_d18.zip,-84.414223,-66.054776,23.85,ch2_sar_nrxl_20200904t212517034_d_fp_d18.zip; ch2_sar_ncxl_20200904t212517034_d_fp_d18.zip; ch2_sar_nrxl_20210918t185956336_d_fp_d18.zip
SP_834150_2749360,-83.415,274.936,37.213,90,Drygalski Crater Drygalski P Crater,ch2_sar_nrxl_20210824t163808566_d_fp_d18.zip,-82.636321,-86.048063,23.89,ch2_sar_nrxl_20210824t163808566_d_fp_d18.zip; ch2_sar_ncxl_20210824t223233231_d_fp_d18.zip; ch2_sar_ncxl_20210824t163808566_d_fp_d18.zip
SP_833060_0855030,-83.306,85.503,36.115,80,Amundsen Crater,ch2_sar_nrxl_20220317t201608669_d_fp_d18.zip,-82.546203,87.510385,24.22,ch2_sar_nrxl_20220317t201608669_d_fp_d18.zip; ch2_sar_nrxl_20220317t221404410_d_fp_d18.zip; ch2_sar_ncxl_20220317t201608669_d_fp_d18.zip
SP_850590_3238160,-85.059,323.816,46.062,95,Cabeus Crater,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip,-85.556794,-44.18789,24.91,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip; ch2_sar_ncxl_20191019t215745389_d_fp_d18.zip; ch2_sar_ncls_20200305t114902885_d_cp_d18.zip
SP_849420_0518590,-84.942,51.859,16.571,75,Nobile Crater,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip,-85.776809,50.882889,25.43,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip; ch2_sar_ncxl_20191012t190304893_d_fp_d18.zip; ch2_sar_ncxl_20240908t224526791_d_cp_d18.zip
SP_838890_3143320,-83.889,314.332,17.69,90,Cabeus Crater,ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip,-83.301769,-51.103606,25.58,ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip; ch2_sar_nrxl_20230413t200826011_d_fp_n18.zip; ch2_sar_ncxl_20230316t202542245_d_fp_d32.zip
SP_852110_2384420,-85.211,238.442,11.016,95,Kocher Crater,ch2_sar_ncxl_20200309t201958048_d_fp_d18.zip,-86.057374,-122.04129,25.69,ch2_sar_ncxl_20200309t201958048_d_fp_d18.zip; ch2_sar_nrxl_20200309t201958048_d_fp_d18.zip; ch2_sar_ncxl_20191026t025014846_d_fp_d18.zip
SP_835040_2720960,-83.504,272.096,14.872,90,Drygalski Crater Drygalski P Crater,ch2_sar_nrxl_20210824t223233231_d_fp_d18.zip,-82.646165,-88.955887,26.29,ch2_sar_nrxl_20210824t223233231_d_fp_d18.zip; ch2_sar_ncxl_20210824t223233231_d_fp_d18.zip; ch2_sar_nrxl_20210824t163808566_d_fp_d18.zip
SP_837240_0195180,-83.724,19.518,17.651,90,Malapert E,ch2_sar_ncxl_20210815t140843614_d_fp_d18.zip,-83.227204,25.879599,26.57,ch2_sar_ncxl_20210815t140843614_d_fp_d18.zip; ch2_sar_nrxl_20210815t140843614_d_fp_d18.zip; ch2_sar_nrxl_20210912t073019594_d_fp_d18.zip
SP_846850_3536460,-84.685,353.646,17.348,90,Malapert Crater,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip,-85.186629,-14.586498,26.74,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip; ch2_sar_ncxl_20191115t074934699_d_fp_gds.zip; ch2_sar_nrxl_20191018t064039201_d_fp_g26.zip
SP_846740_2192870,-84.674,219.287,28.843,85,Kocher Crater Kuhn Crater,ch2_sar_ncxl_20200822t092744183_d_fp_d18.zip,-85.493671,-136.731591,26.91,ch2_sar_ncxl_20200822t092744183_d_fp_d18.zip; ch2_sar_nrxl_20200822t092744183_d_fp_d18.zip; ch2_sar_ncxl_20220404t095543499_d_fp_d18.zip
SP_838860_2839350,-83.886,283.935,10.022,100,Drygalski Crater Ibn Bajja Crater,ch2_sar_nrxl_20191023t122001856_d_fp_gds.zip,-84.797484,-76.037247,27.64,ch2_sar_nrxl_20191023t122001856_d_fp_gds.zip; ch2_sar_ncxl_20191023t122001856_d_fp_gds.zip; ch2_sar_ncxl_20200904t212517034_d_fp_d18.zip
SP_811730_0441340,-81.173,44.134,20.416,60,Scott,ch2_sar_ncxl_20231015t081058641_d_fp_d18.zip,-82.099452,42.95132,28.57,ch2_sar_ncxl_20231015t081058641_d_fp_d18.zip; ch2_sar_ncxl_20231015t061258777_d_fp_d18.zip; ch2_sar_ncxl_20231015t100859367_d_fp_d18.zip
SP_842430_3468180,-84.243,346.818,41.069,95,Malapert Crater Cabeus Crater,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip,-85.186629,-14.586498,28.88,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip; ch2_sar_ncxl_20191115t074934699_d_fp_gds.zip; ch2_sar_nrxl_20191019t041708323_d_fp_gds.zip
SP_812090_0460390,-81.209,46.039,32.994,80,Scott Crater,ch2_sar_ncxl_20231015t061258777_d_fp_d18.zip,-82.140324,43.95219,29.69,ch2_sar_ncxl_20231015t061258777_d_fp_d18.zip; ch2_sar_nrxl_20231015t081058641_d_fp_d18.zip; ch2_sar_ncxl_20231015t001857171_d_fp_d18.zip
SP_846040_3080410,-84.604,308.041,13.583,90,Cabeus Crater,ch2_sar_nrxl_20250327t165032158_d_cp_d18.zip,-85.345761,-59.335184,29.79,ch2_sar_nrxl_20250327t165032158_d_cp_d18.zip; ch2_sar_ncxl_20250327t165032158_d_cp_d18.zip; ch2_sar_ncxl_20191021t151236474_d_fp_d18.zip
SP_835090_2977670,-83.509,297.767,17.449,80,Cabeus B Cabeus Crater,ch2_sar_nrxl_20200904t212517034_d_fp_d18.zip,-84.414223,-66.054776,30.02,ch2_sar_nrxl_20200904t212517034_d_fp_d18.zip; ch2_sar_nrxl_20210918t185956336_d_fp_d18.zip; ch2_sar_nrxl_20220202t075522545_d_fp_d18.zip
SP_832640_0090770,-83.264,9.077,32.494,100,Malapert E Malapert F,ch2_sar_nrxl_20230312t213702625_d_fp_n18.zip,-82.383034,12.831313,30.25,ch2_sar_nrxl_20230312t213702625_d_fp_n18.zip; ch2_sar_ncxl_20230312t213702625_d_fp_n18.zip; ch2_sar_nrxl_20210913t090528253_d_fp_d18.zip
SP_843560_1239210,-84.356,123.921,35.86,100,Idel'son L,ch2_sar_ncxl_20191009t103018034_d_fp_d18.zip,-84.418772,113.725077,30.26,ch2_sar_ncxl_20191009t103018034_d_fp_d18.zip; ch2_sar_nrxl_20191009t103018034_d_fp_d18.zip; ch2_sar_nrxl_20191007t171529474_d_fp_d18.zip
SP_848000_2061800,-84.8,206.18,20.624,100,Kuhn Crater,ch2_sar_nrxl_20220404t095543499_d_fp_d18.zip,-83.910246,-149.049546,30.48,ch2_sar_nrxl_20220404t095543499_d_fp_d18.zip; ch2_sar_ncxl_20220404t095543499_d_fp_d18.zip; ch2_sar_ncxl_20200823t085159773_d_fp_d18.zip
SP_804590_3088780,-80.459,308.878,15.011,100,Cabeus A Cabeus B,ch2_sar_ncxl_20230317t221500130_d_fp_n18.zip,-81.471743,-52.184119,31.12,ch2_sar_ncxl_20230317t221500130_d_fp_n18.zip; ch2_sar_nrxl_20230317t221500130_d_fp_n18.zip; ch2_sar_ncxl_20230414t020141739_d_fp_d32.zip
SP_836320_2801250,-83.632,280.125,42.995,100,Drygalski Crater Ibn Baja,ch2_sar_nrxl_20220303t082402586_d_fp_d18.zip,-82.613021,-81.000419,31.17,ch2_sar_nrxl_20220303t082402586_d_fp_d18.zip; ch2_sar_ncxl_20220303t082402586_d_fp_d18.zip; ch2_sar_nrxl_20220303t023013618_d_fp_d18.zip
SP_835240_0910150,-83.524,91.015,439.222,100,Amundsen Crater,ch2_sar_nrxl_20220317t122421278_d_fp_d18.zip,-82.494122,91.49042,31.28,ch2_sar_nrxl_20220317t122421278_d_fp_d18.zip; ch2_sar_nrxl_20220828t080644926_d_fp_d32.zip; ch2_sar_nrxl_20220317t181811066_d_fp_d18.zip
SP_835620_2995530,-83.562,299.553,10.102,100,Cabeus B Cabeus Crater,ch2_sar_nrxl_20200904t212517034_d_fp_d18.zip,-84.414223,-66.054776,31.36,ch2_sar_nrxl_20200904t212517034_d_fp_d18.zip; ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip; ch2_sar_nrxl_20230413t200826011_d_fp_n18.zip
SP_843550_2251140,-84.355,225.114,76.698,100,Kocher Crater,ch2_sar_nrxl_20220817t183024203_d_fp_d18.zip,-83.423817,-130.535392,31.52,ch2_sar_nrxl_20220817t183024203_d_fp_d18.zip; ch2_sar_ncxl_20220817t183024203_d_fp_d18.zip; ch2_sar_ncxl_20200822t092744183_d_fp_d18.zip
SP_837240_2836250,-83.724,283.625,11.045,100,Drygalski Crater Ibn Bajja Crater,ch2_sar_nrxl_20191023t122001856_d_fp_gds.zip,-84.797484,-76.037247,32.57,ch2_sar_nrxl_20191023t122001856_d_fp_gds.zip; ch2_sar_ncxl_20191023t122001856_d_fp_gds.zip; ch2_sar_ncxl_20220303t023013618_d_fp_d18.zip
SP_843700_3057300,-84.37,305.73,11.509,60,Cabeus Crater,ch2_sar_nrxl_20250327t165032158_d_cp_d18.zip,-85.345761,-59.335184,32.61,ch2_sar_nrxl_20250327t165032158_d_cp_d18.zip; ch2_sar_ncxl_20250327t165032158_d_cp_d18.zip; ch2_sar_ncxl_20230413t200826011_d_fp_n18.zip
SP_809710_0357350,-80.971,35.735,166.374,95,Scott E,ch2_sar_nrxl_20231016t015303179_d_fp_d18.zip,-82.032354,34.440727,32.7,ch2_sar_nrxl_20231016t015303179_d_fp_d18.zip; ch2_sar_ncxl_20231016t015303179_d_fp_d18.zip; ch2_sar_ncxl_20231016t035104739_d_fp_d18.zip
SP_809640_3141160,-80.964,314.116,11.815,90,Cabeus A,ch2_sar_ncxl_20230317t221500130_d_fp_n18.zip,-81.471743,-52.184119,32.96,ch2_sar_ncxl_20230317t221500130_d_fp_n18.zip; ch2_sar_nrxl_20230317t221500130_d_fp_n18.zip; ch2_sar_nrxl_20230924t085024484_d_fp_d18.zip
SP_849230_2362280,-84.923,236.228,10.379,85,Kocher Crater,ch2_sar_nrxl_20220402t111742345_d_fp_d18.zip,-83.903017,-119.252469,33.66,ch2_sar_nrxl_20220402t111742345_d_fp_d18.zip; ch2_sar_ncxl_20200309t201958048_d_fp_d18.zip; ch2_sar_nrxl_20200309t201958048_d_fp_d18.zip
SP_844580_3134320,-84.458,313.432,315.029,95,Cabeus Crater,ch2_sar_ncls_20200305t114902885_d_cp_d18.zip,-85.562334,-44.646601,33.86,ch2_sar_ncls_20200305t114902885_d_cp_d18.zip; ch2_sar_nrls_20200305t154539649_d_cp_d18.zip; ch2_sar_nrls_20200305t114902885_d_cp_d18.zip
SP_841060_3423520,-84.106,342.352,19.087,100,Cabeus Crater,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip,-85.186629,-14.586498,33.88,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip; ch2_sar_ncxl_20191115t074934699_d_fp_gds.zip; ch2_sar_nrxl_20191019t041708323_d_fp_gds.zip
SP_845770_0017070,-84.577,1.707,103.727,90,Malapert Crater,ch2_sar_nrxl_20191018t064039201_d_fp_g26.zip,-85.604048,-3.496221,33.91,ch2_sar_nrxl_20191018t064039201_d_fp_g26.zip; ch2_sar_ncxl_20191018t064039201_d_fp_g26.zip; ch2_sar_nrxl_20191114t002451477_d_fp_mad.zip
SP_838270_2552930,-83.827,255.293,16.553,70,Ashbrook Crater,ch2_sar_nrxl_20230322t111436084_d_fp_d32.zip,-82.737155,-106.935545,33.97,ch2_sar_nrxl_20230322t111436084_d_fp_d32.zip; ch2_sar_nrxl_20230322t091634285_d_fp_d32.zip; ch2_sar_ncxl_20230322t111436084_d_fp_d32.zip
SP_810340_0483070,-81.034,48.307,11.534,100,Scott Crater,ch2_sar_ncxl_20231015t001857171_d_fp_d18.zip,-82.166124,47.845656,34.39,ch2_sar_ncxl_20231015t001857171_d_fp_d18.zip; ch2_sar_nrxl_20231015t001857171_d_fp_d18.zip; ch2_sar_nrxl_20231015t061258777_d_fp_d18.zip
SP_846070_3232410,-84.607,323.241,43.204,95,Cabeus Crater,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip,-85.556794,-44.18789,34.62,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip; ch2_sar_ncls_20200305t114902885_d_cp_d18.zip; ch2_sar_ncxl_20191019t215745389_d_fp_d18.zip
SP_836660_0840100,-83.666,84.01,45.522,100,Amundsen Crater,ch2_sar_ncxl_20230404t135410450_d_fp_d32.zip,-82.553652,80.503224,36.05,ch2_sar_ncxl_20230404t135410450_d_fp_d32.zip; ch2_sar_nrxl_20220317t201608669_d_fp_d18.zip; ch2_sar_nrxl_20220317t221404410_d_fp_d18.zip
SP_838590_2630960,-83.859,263.096,25.358,75,Ashbrook Crater Ibn Bajja Crater,ch2_sar_ncxl_20230321t232628802_d_fp_d32.zip,-82.67913,-99.393647,36.85,ch2_sar_ncxl_20230321t232628802_d_fp_d32.zip; ch2_sar_nrxl_20230321t232628802_d_fp_d32.zip; ch2_sar_ncxl_20210825t161544195_d_fp_d18.zip
SP_845640_2574190,-84.564,257.419,12.816,80,Ashbrook Crater Ibn Bajja Crater,ch2_sar_nrxl_20200502t153019281_d_fp_d18.zip,-85.755873,-106.25775,37.33,ch2_sar_nrxl_20200502t153019281_d_fp_d18.zip; ch2_sar_ncxl_20200502t153019281_d_fp_d18.zip; ch2_sar_ncxl_20200308t144457881_d_fp_d18.zip
SP_836140_3528490,-83.614,352.849,15.106,100,Malapert Crater,ch2_sar_nrxl_20220904t150549836_d_fp_d32.zip,-82.400075,-10.58921,38.92,ch2_sar_nrxl_20220904t150549836_d_fp_d32.zip; ch2_sar_ncxl_20220904t150549836_d_fp_d32.zip; ch2_sar_nrxl_20230314t030551380_d_fp_d32.zip
SP_838780_3211110,-83.878,321.111,11.786,90,Cabeus Crater,ch2_sar_ncxl_20230316t202542245_d_fp_d32.zip,-82.630068,-41.697853,39.13,ch2_sar_ncxl_20230316t202542245_d_fp_d32.zip; ch2_sar_nrxl_20230316t202542245_d_fp_d32.zip; ch2_sar_ncxl_20210820t200639873_d_fp_d18.zip
SP_837670_3387710,-83.767,338.771,142.949,95,Newton B Cabeus Crater,ch2_sar_nrxl_20220905t144123432_d_fp_d32.zip,-82.491215,-23.147497,39.3,ch2_sar_nrxl_20220905t144123432_d_fp_d32.zip; ch2_sar_ncxl_20220905t144123432_d_fp_d32.zip; ch2_sar_nrxl_20210915t101802240_d_fp_d18.zip
SP_839950_3514880,-83.995,351.488,13.273,90,Malapert Crater,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip,-85.186629,-14.586498,40.04,ch2_sar_nrxl_20191115t074934699_d_fp_gds.zip; ch2_sar_ncxl_20191115t074934699_d_fp_gds.zip; ch2_sar_nrxl_20220904t150549836_d_fp_d32.zip
SP_806710_1408660,-80.671,140.866,18.673,90,Nefed'ev Crater Schrodinger Crater,ch2_sar_ncxl_20230910t032945908_d_fp_d32.zip,-81.981722,142.02753,40.1,ch2_sar_ncxl_20230910t032945908_d_fp_d32.zip; ch2_sar_nrxl_20230910t032945908_d_fp_d32.zip; ch2_sar_ncxl_20230330t080207993_d_fp_d32.zip
SP_845510_0602900,-84.551,60.29,182.268,90,Nobile Crater Amundsen Crater,ch2_sar_nrxs_20200225t085353645_d_fp_d18.zip,-85.897935,59.373608,40.91,ch2_sar_nrxs_20200225t085353645_d_fp_d18.zip; ch2_sar_nrxs_20200225t065532344_d_fp_d18.zip; ch2_sar_ncxl_20210301t225151472_d_fp_d32.zip
SP_807910_0455060,-80.791,45.506,85.18,60,Scott Crater,ch2_sar_ncxl_20231015t081058641_d_fp_d18.zip,-82.099452,42.95132,41.31,ch2_sar_ncxl_20231015t081058641_d_fp_d18.zip; ch2_sar_ncxl_20231015t061258777_d_fp_d18.zip; ch2_sar_nrxl_20231015t081058641_d_fp_d18.zip
SP_841820_2710340,-84.182,271.034,61.996,100,Ashbrook Crater Ibn Bajja Crater,ch2_sar_ncxl_20191023t122001856_d_fp_gds.zip,-84.841139,-76.24918,41.83,ch2_sar_ncxl_20191023t122001856_d_fp_gds.zip; ch2_sar_nrxl_20191023t122001856_d_fp_gds.zip; ch2_sar_nrxl_20200501t135636847_d_fp_d18.zip
SP_840980_0797630,-84.098,79.763,14.227,15,Amundsen Crater,ch2_sar_ncxl_20231013t070040354_d_fp_d18.zip,-82.759846,74.56628,44.36,ch2_sar_ncxl_20231013t070040354_d_fp_d18.zip; ch2_sar_ncxl_20220318t175331196_d_fp_d18.zip; ch2_sar_ncxl_20231012t230833676_d_fp_d18.zip
SP_842140_3232340,-84.214,323.234,14.018,100,Cabeus Crater,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip,-85.556794,-44.18789,45.31,ch2_sar_nrls_20200305t114902885_d_cp_d18.zip; ch2_sar_ncls_20200305t114902885_d_cp_d18.zip; ch2_sar_nrls_20200305t154539649_d_cp_d18.zip
SP_841420_0059530,-84.142,5.953,194.479,100,Malapert Crater,ch2_sar_ncxl_20250321t120906842_d_cp_d18.zip,-85.622393,11.07493,46.94,ch2_sar_ncxl_20250321t120906842_d_cp_d18.zip; ch2_sar_ncxl_20191112t185801531_d_fp_d18.zip; ch2_sar_nrxl_20250321t120906842_d_cp_d18.zip
SP_842420_0421060,-84.242,42.106,25.459,100,Scott M,ch2_sar_nrxl_20191013t163951114_d_fp_d18.zip,-85.775425,39.45213,47.01,ch2_sar_nrxl_20191013t163951114_d_fp_d18.zip; ch2_sar_ncxl_20210815t081421680_d_fp_d18.zip; ch2_sar_nrxl_20210815t081421680_d_fp_d18.zip
SP_842890_0563440,-84.289,56.344,97.967,100,Nobile Crater,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip,-85.776809,50.882889,47.29,ch2_sar_nrxl_20191012t190304893_d_fp_d18.zip; ch2_sar_ncxl_20191012t190304893_d_fp_d18.zip; ch2_sar_nrxs_20200225t085353645_d_fp_d18.zip
SP_806510_0507610,-80.651,50.761,14.951,100,Demonax C Scott Crater,ch2_sar_ncxl_20231015t001857171_d_fp_d18.zip,-82.166124,47.845656,47.79,ch2_sar_ncxl_20231015t001857171_d_fp_d18.zip; ch2_sar_nrxl_20231015t001857171_d_fp_d18.zip; ch2_sar_ncxl_20230917t090815782_d_fp_d32.zip
SP_804240_1354850,-80.424,135.485,155.074,100,Nefed'ev Crater,ch2_sar_ncxl_20230330t135602076_d_fp_d32.zip,-82.026377,137.603937,49.56,ch2_sar_ncxl_20230330t135602076_d_fp_d32.zip; ch2_sar_ncxl_20230330t155400862_d_fp_d32.zip; ch2_sar_nrxl_20230330t155400862_d_fp_d32.zip
